post,value
18. 10. 30.  1:01  <직원 미인증>  우리방에는 월급루팡이 있다 국회 경력이 1년도 되지 않는 비서관과 입만 살아움직이는 보좌관  나도 나름 국회에서 구를만큼 구르고 힘든 시절 많이 겪었다. 하지만 이런 캐릭터들은 처음 본다.  쪽팔리는 것도 모른다. 자신들이 이 방의 모든 일을 한 것 처럼 행동한다.  의원들이 이 글을 봤으면 좋겠다. 학력 간판 다 떠나서 이 바닥에 몇년씩 굴러다닌 인재를 뽑으시라.… 더 보기 암만 학력 간판이 중요한 시대지만. 남들 보기에 하찮은 인턴들도 우리 방의 보좌 비서관보다 일 잘하는 친구들은 널리고 널렸다.  나는 당신들이 이 글을 보게 된다면 스스로 부끄러워하고 그만 두길 바란다(물론 그럴 일은 없다는 것도 안다) 내가 평가하는 당신들의 능력치는 1년 정도된 인턴들과 같다.  명함 팔고 다니며 술 쳐먹고 사람들 만날 시간에 질의서 연습이나 하시라. 어디 가서 보좌관 비서관이라며 사무실 격 떨어뜨리지말고. 그냥 그만둬라.   너네 같은 인간들을 보고 있으니 몇 년째 진급 못하고 울고 있는 후배들이 너무 가엾다,<직원 미인증>
18. 10. 29.  8:12  <직원 미인증>  통근버스 떼쟁이들 그만들 좀 하시라 통근버스 시간 당겨졌다고 사람 하나 매장할 태세네   통근버스 논란은 시간 앞당겨져서 출근해서 시간이 남으니  시간 다시 되돌려달라. 피곤하다라는 투덜이에게서부터 시작된 것 아닌가?  말마따나 국회에 직원이 몇 명인가. 회관에만 1000명은 거뜬 넘는다. 이 중에서 통근버스 혜택은 몇이나 보는가? 집 멀어도 노선에 없어서 통근버스를 못타는 사람들이 더 많은 것도 사실이다  하지만 복지 차원에서 그나마 사람들이 많이 몰려있는 지역 위주로 노선을 짠 것 아닌가? 그래서 그 소수가 혜택을 본 것 아닌가?  그럼 그 시간에 맞춰서 통근버스를 타면 될 것이지 복지 운운하면서 시간 늦춰달라고 떼쓰니까 그 복지 혜택마저 못 받는 위치에 사는 사람들은 더 화가 날 수밖에 없다  선별적 복지마저 그렇게 입맛대로 혜택 누리고 싶냐? 니들이 투덜거리는 그 복지혜택. 누리고 싶어도 못 누리는 사람들이 태반이라는 걸 명심하시라떼쟁이당도 아니고. 적당히 하시라,<직원 미인증>
18. 10. 29.  6:36  <직원 미인증>  버스는 특정인만 이용이 가능하니!! 돈내고 타랏!!  직원 주차는 특정인만 이용이 가능하니!! 돈내고 주차해랏!!  여의도는 시간당 5000원뿐이 안함!!   싸다!! 싸!!,<직원 미인증>
18. 10. 26.  3:09  <직원 미인증>  ☆평등☆과 ☆차별☆을 외치며 셔틀을 없애자는 권 보좌관님!  그런데 보좌관님 방에는 왜 인턴부터 7급비서까지 낮은 직급에만 여자가 몰려 있는 건가요?ㅎㅎ,<직원 미인증>
"18. 10. 26.  2:51  <직원 인증>  통근버스 관련하여 대숲에 올라오는 글을 보고 있자니 세상 답답해집니다.  국회 뿐만 아니라 다른 기업, 공공기관에서도 통근버스를 운영하던데 그 어느 기업도 공공기관도 모든 직원의 수요를 충족할 수도 없을거고, 모든 직원이 통근버스를 이용할 수 없을겁니다.   그래도 통근버스를 운영하는건 직원 복지 차원이고, 적어도 제 생각엔 전체가 이용하지 못 한다고 해서 통근버스 운영 자체를 형평성에 어긋난다고 하는 조직원도 찾기 힘들것 같습니다;;  체력단련실도 예식장도 통근버스와 다를게 없다고 생각합니다. 선택의 문제가 아니라 집이… 더 보기 멀어서라든지 본인 혹은 가족 중에 예식장을 이용 할  사람이 없어서 국회 내에 근무하는 동안 한 번도 이용하지 못할 수도 있는거 아니겠습니까??  “통근버스 내가 못 타니까 다른 사람도 못 타야한다. 이건 형평성에 어긋난다!” 대체 이건 무슨 심보인지 어떤 심보인지...  차라리 통근버스 담당부서에 새로운 노선을 개설 해 줄순 없는지 문의를 해보세요.  이런 복지 서비스는 어떻게든 더 좋게 나은 방향으로 여럿이 이용 할 방법을 생각해야지 없애자고 하는게 맞나요??;;;;",<직원 인증>
"18. 10. 26.  2:22  <직원 인증>  헬스장, 결혼식장, 병원, 동아리를 통근버스와 비교할 수 있을지 모르겠네.  거기에 맞장구 치는 사람도 있는데 비교도 적당해야지.  저것들은 모든 직원들이 선택할 수 있는 것이잖아. 그런데 통근버스는 지리적 제약 때문에  사실은 특정 몇몇 사람에게만 부여되는 것이지.   그거 이용하는 사람 거의 고정된 것도 사실이고. 그럼 감사하게 생각하면 되지. 통근버스 문제 제기가 마음으로는 좀 불편하긴 한데,  사실 소수에게 특별하게 주어지는 혜택 아니야?   나 통근버스 안타고 1시간 이상 출퇴근 하는데,  사무처에서 무슨 복지를 해주는데?",<직원 인증>
"18. 10. 25.  10:58  <직원 미인증>  통근버스를 이용하지 않고 대중교통으로 출퇴근하는 직원입니다. 국회내 헬스장, 결혼식장, 유치원과 같은 복지를 본인의 선택에 의한것이니 차별이라 볼수없다고 한다면 통근버스도 마찬가지 아닌가요? 직장근처나 통근버스 노선이 다니는 지역에 사는것을 일부러 돈을 더주고서라도 선택한 직원이 있고 교통보다는 학군이나 다른 요소를 더 중요시해서 주거지역을 선택한 직원도 있고 이 문제도 결국 본인의 선택의 결과라 생각되는데요.  통근버스나, 헬스장이나 유치원이나 사내복지는 직원들의 업무효율성과 사기앙양의 관점에서 접근해야지, 형평성의 관점에서 접근하면 다같이 하향평준화하는 결과만 초래한다고 봅니다.",<직원 미인증>
"18. 10. 24.  2:41  <직원 미인증>  976번째 글쓴이의 심경에 전적으로 공감합니다.  제가 여의도 옆 대나무숲 페이지의 투고글, 댓글까지 관심을 가지고 꾸준히 지켜보았지만 글을 투고하는 건 처음입니다.  김OO 의원실 권OO 보좌관 말을 빌려 국회 통근버스 운행이 '국민 혈세가 특정 소수만을 위해 쓰인다'는 잣대로 국회 내 모든 것들을 보면 976번째 님의 투고글처럼 헬스장 결혼식장 동아리 등등 국회 몇 천명이 다 평등하고 동등하게 사용하지 않기에 특정 소수만 이용하는 것들이 됩니다.   어쩌면 본인이 가끔 이용하는 헬스장과 어쩌면 가끔씩 가는 지인의 결혼식장… 더 보기 어쩌면 본인이 이용하는(이용 할 수도 있는) 동아리 지원비는 국민혈세로 소수만 사용하는 것인데 본인이 혜택을 누리는 부분에 대해서는 문제에는 의식을 못하고 계신 듯 합니다.   덧붙여 사견 하나 올립니다. 통근버스에 대해 문제제기를 한 저 분은 여의도 대나무 숲 투고글에 댓글을 자주 올리시던데 국민 혈세 중요하게 생각하시면서 국민 혈세 받고 일하시는 분이 업무시간에 페이스북을 열심히 하시는 점 고개를 갸웃거리게 됩니다.",<직원 미인증>
18. 10. 24.  1:07  <직원 미인증>  외통위 국감보고 많이 느낍니다   외통위 영감님들 코이카랑 아무리 그렇고 그런 관계라지만 알고도 덮는걸 보면서 이사장이 5선 영감출신...  새삼 영감의 대단함을 느낍니다  코이카 하청 사업기관에 퇴직자를 전관예우로 내리꼽고 하청기관돈으로 코이카 직원들에게 밥사고 술사고 ...기관에서 성희롱 무수히 날리고 기관재정 쑥대밭으로 만들었는데 알고도 덮은거 다 압니다   특혜출장 코이카에서 덮어주고 영감들은코이카 덮어주고 진정한 협력이란 이런것 한국국제협력단 와우,<직원 미인증>
"18. 10. 24.  11:06  <직원 인증>  환기 안되는 사무실... 매일 아침 냄새나는 음식을 자리에서 먹는 것으로도 모자라, 10분에 한번씩 꺽꺽 트림을 해대는데; 냄새랑 그 소리때문에 진심 토할것같아요.  하긴 평소에 식사예절 지적 받아도, 본인은 '그런거 왜 신경쓰냐'면서 자랑스럽게 말하던데 ^^.... 아무리 안하무인이라지만, 기본적인건 신경 좀 써주세요 .....  드러워 죽겠어요",<직원 인증>
"18. 10. 24.  9:05  <직원 인증>  국회 업무망에 통근버스 없애자고 글올린 모 의원실 보좌관님, 모든 직원이 이용하지 않는 사내복지 시스템은 하나도 운영하면 안되나요? 그럼 국회 헬스장과 결혼식장 병원 동아리 혜택 등등도 전부 일부만 운영하는 특혜이니 없애야 하나요?  수도권에서 지옥철과 지옥버스를 타고 두 시간에 걸쳐 출근하면 출근하자마자 진이 다 빠집니다. 오늘도 수백명의 국회 직원들이 감사히 이용하고 있는 통근버스를 본인이 이용 못한다며 특혜니 없애자는 놀부심보는 대체 뭔지....  진짜 못돼 쳐먹으셨네요!!!!!  그 의원에 그 보좌관이라더니 쯧쯧쯧",<직원 인증>
18. 10. 24.  8:19  <직원 인증>  그 말이 진짜 장난이라고 생각해서 말씀하시죠? 생김새 옷 양말 신발 다.. 살이 쪄보이네 화장이 떴네 니트가 작네 하나하나 지적해대는 모습 진짜 치가 떨립니다.. 옷 입을 때 제일 신경쓰이는 게 당신.. 이게 회사 맞나요?  저희도 지적해도 되나요? 방 전체가 보좌관님 때문에 힘들어하는거 안 보이시나요? 성격이라고 하지마세요. 남을 힘들게 하는건 성격 당연하게 생각하지 마세요. 앞에서 웃는다고 진심일거라고 생각하시는건 아니죠? 보좌관님 글입니다. 대나무 숲 글 보고 웃지만 말고 좀 찔려보세요. 고치세요.,<직원 인증>
18. 10. 23.  10:03  <직원 미인증>  보좌관은 의원이 다 못하는 실무를 하라고 두는겁니다. 보좌관님 제발 실무좀 하세,<직원 미인증>
18. 10. 22.  11:46  <직원 미인증>  제발 기재위 의원님들  창피합니다  본인 상임위 관련 전공분야는 공부 좀 하고 질의를 하시죠???  오늘 감사에서 피감기관 직원들 비웃는 거 보셨나요???  말도 안되는 그런 질의서 쓰는 보좌관이나 그거 그대로 읽는 의원님이나....  국회 선진화를 위해  적어도 본인 상임위 분야 기초 지식은 쌓아야지요...... 선진화 법만 만든 다고 되나요???,<직원 미인증>
18. 10. 22.  11:26  <직원 미인증>  ㅇㅇㅇ 의원님의 수행비서님 정말 잘생겼어요 아이돌인줄!!!  ㅇㅇㅇ 의원님만 만찟남 인 줄 알았는데  비서님 의원님과 지나다닐때마다 국감시즌 피곤한 안구를 정화하게 됩니다!  비서님 화이팅입니다!! ㅋㅋㅋ,<직원 미인증>
18. 10. 22.  11:42  <직원 인증>  국회보좌진 양성 프로그램 해보신 분들 있으신가요??http://www.assembly.ac/academy_01/25  저는 인턴으로 들어온지 이제 2달이 안되었는데요 국회 보좌진 양성 프로그램 공고를 보고 궁금하여 질문드립니다.  혹시 경험해보신 분께서는 도움이 되는지 된다면 어떤 부분에서 도움이 되는지 알려주시면 감사하겠습니다.   국정감사 다들 힘내세요~!,<직원 인증>
18. 10. 22.  11:40  <직원 인증>  국회 보좌진 양성 프로그램 도움이 되나요??,<직원 인증>
18. 10. 22.  9:40  <직원 미인증>  안녕하세요 곧 국회인턴 11개월을 꽉 채우고 국회를 떠나게 되는 한 인턴입니다. 다름이 아니라 국회인턴도 실업급여나 다른 혜택을 받을 수 있는 것이 있을까해서 질문 올려봅니다. 다들 종합국감 예산안까지 화이팅입니다~,<직원 미인증>
(일자 비공개 요청) <직원 인증>  벚꽃 피니 선거인가 하고 단풍 드니 국감인가 하니  봄이 와도 가을 와도 영 감 없는 이놈은 국회 사람 다 됐는데  작일에도 금일에도 영 감 없는 영감은 국회 사람 언제 되나 하노라  <사직 통감> 中,<직원 인증>
"18. 10. 21.  12:35  <직원 미인증>  보좌관님 외모평가 작작하세요. 본인이 인턴 때부터 당했던 유리장벽, 여성 차별에 대해서 목소리 높여서 피를 토하면서 이야기하시는 건 좋습니다. 그거 똑같이 하고 계시잖아요? 같은여자끼리 왜 그러십니까 정말. 봐줄 수가 없어요 진짜.",<직원 미인증>
"18. 10. 19.  8:52  <직원 미인증>  일반 회사에 입사지원을 할 때 영감님 추천서 받으면 안되나요? 미국은 국회에서 인턴하고 영감님들 추천서받아 잘만 취업하고, 대학교(원) 입학하던데 한국은 왜 취업청탁이라고 난리인지...",<직원 미인증>
"18. 10. 19.  5:11  <직원 미인증>  아등바등하는 관님,,, 처음에는 애처로웠는데 이제는 좀 짜증나요... 비서관님 능력이 없어서 양으로 치는걸 왜 밑에 사람한테까지 영향을 줍니까. 일하는 티 좀 그만내세요. 성과 있음 조용히 있어도 다들 일했다고 인정해줄테니까. 그리고 혼자 일 다하는 척 제발 ㅠㅠ 부디 ㅠㅠ 참아주세요... 다들 신경쓰면서 하고 있으니까 괜한 걱정도, 참견도 넣어두세요. 예전에 본인이 하고 있는 직무 못해서 사람 새로 뽑은거면서, 급도 없는 막내한테 선생질 좀 그만하시고요. 해봤으니까 한계도 당연히 알고 있을텐데, 안해본 사람도 아니고 어쩜 그럴까.. 우리방에서 의원님보다 못 참겠는게 바로 당신입니다.",<직원 미인증>
